MemberID,Name,Parliament,Party,Date_Elected,Method_of_Election,Date_Vacated,Reason_for_Leaving,Electorate_List
542,"FOWLDS, George",15,New Zealand Liberal Party,25/11/1902,General election,5/12/1905,Re-elected,Grey Lynn
543,"FRASER, Alfred Levavasour Durell",15,New Zealand Liberal Party,25/11/1902,General election,5/12/1905,Re-elected,Napier
497,"FRASER, William",15,,25/11/1902,General election,5/12/1905,Re-elected,Wakatipu
498,"GRAHAM, John",15,New Zealand Liberal Party,25/11/1902,General election,5/12/1905,Re-elected,City of Nelson
411,"GUINNESS, Arthur Robert",15,New Zealand Liberal Party,25/11/1902,General election,5/12/1905,Re-elected,Grey
499,"HALL, Charles",15,New Zealand Liberal Party,25/11/1902,General election,5/12/1905,Re-elected,Waipawa
464,"HALL-JONES, William",15,New Zealand Liberal Party,25/11/1902,General election,5/12/1905,Re-elected,Timaru
544,"HANAN, Josiah Alfred",15,New Zealand Liberal Party,25/11/1902,General election,5/12/1905,Re-elected,Invercargill
560,"HARDING, Alfred Ernest",15,,25/11/1902,General election,5/12/1905,Defeated,Kaipara
545,"HARDY, Charles Albert Creery",15,,25/11/1902,General election,5/12/1905,Re-elected,Selwyn
561,"HERDMAN, Alexander Lawrence",15,,25/11/1902,General election,5/12/1905,Defeated,Mount Ida
522,"HERRIES, William Herbert",15,,25/11/1902,General election,5/12/1905,Re-elected,Bay of Plenty
471,"HOGG, Alexander Wilson",15,New Zealand Liberal Party,25/11/1902,General election,5/12/1905,Re-elected,Masterton
472,"HOUSTON, Robert Morrow",15,New Zealand Liberal Party,25/11/1902,General election,5/12/1905,Re-elected,Bay of Islands
562,"JENNINGS, William Thomas",15,New Zealand Liberal Party,25/11/1902,General election,5/12/1905,Re-elected,Egmont
563,"KIDD, Alfred",15,,25/11/1902,General election,5/12/1905,Re-elected,City of Auckland
564,"KIRKBRIDE, Matthew Middlewood",15,,25/11/1902,General election,5/12/1905,Re-elected,Manukau
500,"LANG, Frederic William",15,,25/11/1902,General election,5/12/1905,Defeated,Waikato
547,"LAURENSON, George",15,New Zealand Liberal Party,25/11/1902,General election,5/12/1905,Re-elected,Lyttelton
447,"LAWRY, Frank",15,New Zealand Liberal Party,25/11/1902,General election,5/12/1905,Re-elected,Parnell
526,"LETHBRIDGE, Frank Yates",15,,25/11/1902,General election,5/12/1905,Re-elected,Oroua
515,"LEWIS, Charles",15,,25/11/1902,General election,5/12/1905,Re-elected,Courtenay
449,"MACKENZIE, Thomas",15,,25/11/1902,General election,5/12/1905,Re-elected,Waikouaiti
565,"MAJOR, Charles Edwin",15,New Zealand Liberal Party,25/11/1902,General election,5/12/1905,Re-elected,Hawera
566,"MANDER, Francis",15,,25/11/1902,General election,5/12/1905,Re-elected,Marsden
514,"MASSEY, William Ferguson",15,,25/11/1902,General election,5/12/1905,Re-elected,Franklin
490,"MCGOWAN, James",15,New Zealand Liberal Party,25/11/1902,General election,5/12/1905,Re-elected,Thames
502,"MCKENZIE, Roderick",15,New Zealand Liberal Party,25/11/1902,General election,5/12/1905,Re-elected,Motueka
503,"MCLACHLAN, John",15,New Zealand Liberal Party,25/11/1902,General election,5/12/1905,Re-elected,Ashburton
504,"MCNAB, Robert",15,New Zealand Liberal Party,25/11/1902,General election,5/12/1905,Re-elected,Mataura
505,"MILLAR, John Andrew",15,New Zealand Liberal Party,25/11/1902,General election,5/12/1905,Re-elected,City of Dunedin
477,"MILLS, Charles Houghton",15,New Zealand Liberal Party,25/11/1902,General election,5/12/1905,Re-elected,Wairau
567,"MOSS, Edward George Britton",15,,25/11/1902,General election,5/12/1905,Defeated,Ohinemuri
528,"O'MEARA, John",15,New Zealand Liberal Party,25/11/1902,General election,3/07/1904,Died,Pahiatua
568,"REID, Donald",15,,25/11/1902,General election,5/12/1905,Re-elected,Taieri
569,"REMINGTON, Arthur Edward",15,New Zealand Liberal Party,25/11/1902,General election,5/12/1905,Re-elected,Rangitīkei
549,"RHODES, Robert Heaton",15,,25/11/1902,General election,5/12/1905,Re-elected,Ellesmere
273,"RUSSELL, William Russell",15,,25/11/1902,General election,5/12/1905,Defeated,Hawkes Bay
570,"RUTHERFORD, Andrew William",15,New Zealand Liberal Party,25/11/1902,General election,5/12/1905,Re-elected,Hurunui
320,"SEDDON, Richard John",15,New Zealand Liberal Party,25/11/1902,General election,5/12/1905,Re-elected,Westland
553,"SIDEY, Thomas Kay",15,New Zealand Liberal Party,25/11/1902,General election,5/12/1905,Re-elected,Caversham
482,"SMITH, Edward Metcalf",15,New Zealand Liberal Party,25/11/1902,General election,5/12/1905,Re-elected,Taranaki
222,"STEWARD, William Jukes",15,New Zealand Liberal Party,25/11/1902,General election,5/12/1905,Re-elected,Waitaki
529,"SYMES, Walter",15,New Zealand Liberal Party,25/11/1902,General election,5/12/1905,Re-elected,Patea
484,"TANNER, William Wilcox",15,New Zealand Liberal Party,25/11/1902,General election,5/12/1905,Re-elected,Avon
530,"TAYLOR, Thomas Edward",15,,25/11/1902,General election,5/12/1905,Defeated,City of Christchurch
220,"THOMSON, James William",15,,25/11/1902,General election,5/12/1905,Retired,Clutha
571,"THOMSON, John Charles",15,New Zealand Liberal Party,25/11/1902,General election,5/12/1905,Re-elected,Wallace
572,"VILE, Job",15,,25/11/1902,General election,5/12/1905,Defeated,Manawatu
458,"WARD, Joseph George",15,New Zealand Liberal Party,25/11/1902,General election,5/12/1905,Re-elected,Awarua
531,"WILFORD, Thomas Mason",15,New Zealand Liberal Party,25/11/1902,General election,5/12/1905,Re-elected,Hutt
489,"WILLIS, Archibald Dudingston",15,New Zealand Liberal Party,25/11/1902,General election,5/12/1905,Defeated,Wanganui
551,"WITHEFORD, Joseph Howard",15,New Zealand Liberal Party,25/11/1902,General election,5/12/1905,Retired,City of Auckland
573,"WITTY, George",15,New Zealand Liberal Party,25/11/1902,General election,5/12/1905,Re-elected,Riccarton
574,"WOOD, William Thomas",15,New Zealand Liberal Party,25/11/1902,General election,5/12/1905,Re-elected,Palmerston
512,"HEKE, Hone",15,New Zealand Liberal Party,22/12/1902,General election,19/12/1905,Re-elected,Northern Maori
532,"KAIHAU, Henare",15,,22/12/1902,General election,19/12/1905,Re-elected,Western Maori
426,"PARATA, Tame",15,New Zealand Liberal Party,22/12/1902,General election,19/12/1905,Re-elected,Southern Maori
397,"PERE, Wiremu",15,New Zealand Liberal Party,22/12/1902,General election,19/12/1905,Defeated,Eastern Maori
575,"HAWKINS, William Henry",15,New Zealand Liberal Party,28/07/1904,By-election,5/12/1905,Defeated,Pahiatua
576,"FISHER, Francis Marion Bates",15,,6/04/1905,By-election,5/12/1905,Re-elected,City of Wellington
558,"BEDFORD, Harry Dodgshun",15,New Liberal Party,30/06/1905,Change in affiliation,5/12/1905,Defeated,City of Dunedin
554,"AITKEN, John Guthrie Wood",16,,6/12/1905,General election,29/10/1908,Retired,Wellington East
555,"ALISON, Ewen William",16,,6/12/1905,General election,29/10/1908,Retired,Waitemata
516,"ALLEN, Edmund Giblett",16,New Zealand Liberal Party,6/12/1905,General election,29/10/1908,Defeated,Chalmers
438,"ALLEN, James",16,,6/12/1905,General election,16/11/1908,Re-elected,Bruce
536,"ARNOLD, James Frederick",16,New Zealand Liberal Party,6/12/1905,General election,16/11/1908,Re-elected,Dunedin South
556,"BARBER, William Henry Peter",16,New Zealand Liberal Party,6/12/1905,General election,16/11/1908,Defeated,Newtown
537,"BARCLAY, Alfred Richard",16,New Zealand Liberal Party,6/12/1905,General election,16/11/1908,Defeated,Dunedin North
557,"BAUME, Frederick Ehrenfried",16,New Zealand Liberal Party,6/12/1905,General election,16/11/1908,Re-elected,Auckland East
539,"BENNET, James",16,New Zealand Liberal Party,6/12/1905,General election,3/05/1908,Died,Tuapeka
517,"BOLLARD, John",16,,6/12/1905,General election,16/11/1908,Re-elected,Eden
492,"BUDDO, David",16,New Zealand Liberal Party,6/12/1905,General election,16/11/1908,Re-elected,Kaiapoi
436,"CARROLL, James",16,New Zealand Liberal Party,6/12/1905,General election,23/11/1908,Re-elected,Waiapu
540,"COLVIN, James",16,New Zealand Liberal Party,6/12/1905,General election,16/11/1908,Re-elected,Buller
559,"DAVEY, Thomas Henry",16,New Zealand Liberal Party,6/12/1905,General election,16/11/1908,Retired,Christchurch East
577,"DILLON, Alfred",16,New Zealand Liberal Party,6/12/1905,General election,16/11/1908,Retired,Hawkes Bay
363,"DUNCAN, Thomas Young",16,New Zealand Liberal Party,6/12/1905,General election,16/11/1908,Re-elected,Oamaru
541,"ELL, Henry George",16,New Zealand Liberal Party,6/12/1905,General election,16/11/1908,Re-elected,Christchurch South
550,"FIELD, William Hughes",16,New Zealand Liberal Party,6/12/1905,General election,16/11/1908,Re-elected,Ōtaki
576,"FISHER, Francis Marion Bates",16,New Liberal Party,6/12/1905,General election,16/11/1908,Re-elected,Wellington Central
496,"FLATMAN, Frederick Robert",16,New Zealand Liberal Party,6/12/1905,General election,16/11/1908,Defeated,Geraldine
542,"FOWLDS, George",16,New Zealand Liberal Party,6/12/1905,General election,16/11/1908,Re-elected,Grey Lynn
543,"FRASER, Alfred Levavasour Durell",16,New Zealand Liberal Party,6/12/1905,General election,16/11/1908,Defeated,Napier
497,"FRASER, William",16,,6/12/1905,General election,16/11/1908,Re-elected,Wakatipu
498,"GRAHAM, John",16,New Zealand Liberal Party,6/12/1905,General election,23/11/1908,Re-elected,City of Nelson
578,"GRAY, Charles Matthew",16,,6/12/1905,General election,16/11/1908,Defeated,Christchurch North
579,"GREENSLADE, Henry James",16,New Zealand Liberal Party,6/12/1905,General election,16/11/1908,Re-elected,Waikato
411,"GUINNESS, Arthur Robert",16,New Zealand Liberal Party,6/12/1905,General election,16/11/1908,Re-elected,Grey
499,"HALL, Charles",16,New Zealand Liberal Party,6/12/1905,General election,16/11/1908,Re-elected,Waipawa
464,"HALL-JONES, William",16,New Zealand Liberal Party,6/12/1905,General election,16/11/1908,Retired,Timaru
544,"HANAN, Josiah Alfred",16,New Zealand Liberal Party,6/12/1905,General election,16/11/1908,Re-elected,Invercargill
545,"HARDY, Charles Albert Creery",16,,6/12/1905,General election,16/11/1908,Re-elected,Selwyn
522,"HERRIES, William Herbert",16,,6/12/1905,General election,16/11/1908,Re-elected,Bay of Plenty
580,"HOGAN, James Thomas",16,New Zealand Liberal Party,6/12/1905,General election,23/11/1908,Re-elected,Wanganui
471,"HOGG, Alexander Wilson",16,New Zealand Liberal Party,6/12/1905,General election,16/11/1908,Re-elected,Masterton
546,"HORNSBY, John Thomas Marryat",16,New Zealand Liberal Party,6/12/1905,General election,16/11/1908,Defeated,Wairarapa
472,"HOUSTON, Robert Morrow",16,New Zealand Liberal Party,6/12/1905,General election,16/11/1908,Retired,Bay of Islands
581,"IZARD, Charles Hayward",16,New Zealand Liberal Party,6/12/1905,General election,16/11/1908,Defeated,Wellington North
562,"JENNINGS, William Thomas",16,New Zealand Liberal Party,6/12/1905,General election,16/11/1908,Re-elected,Egmont
563,"KIDD, Alfred",16,,6/12/1905,General election,16/11/1908,Defeated,Auckland Central
564,"KIRKBRIDE, Matthew Middlewood",16,,6/12/1905,General election,4/11/1906,Died,Manukau
547,"LAURENSON, George",16,New Zealand Liberal Party,6/12/1905,General election,16/11/1908,Re-elected,Lyttelton
447,"LAWRY, Frank",16,New Zealand Liberal Party,6/12/1905,General election,16/11/1908,Re-elected,Parnell
526,"LETHBRIDGE, Frank Yates",16,,6/12/1905,General election,16/11/1908,Retired,Oroua
515,"LEWIS, Charles",16,,6/12/1905,General election,16/11/1908,Retired,Courtenay
449,"MACKENZIE, Thomas",16,,6/12/1905,General election,16/11/1908,Re-elected,Waikouaiti
582,"MACPHERSON, John Andrew",16,New Zealand Liberal Party,6/12/1905,General election,16/11/1908,Defeated,Mount Ida
565,"MAJOR, Charles Edwin",16,New Zealand Liberal Party,6/12/1905,General election,16/11/1908,Defeated,Hawera
583,"MALCOLM, Alexander Scott",16,,6/12/1905,General election,16/11/1908,Re-elected,Clutha
566,"MANDER, Francis",16,,6/12/1905,General election,16/11/1908,Re-elected,Marsden
514,"MASSEY, William Ferguson",16,,6/12/1905,General election,16/11/1908,Re-elected,Franklin
490,"MCGOWAN, James",16,New Zealand Liberal Party,6/12/1905,General election,16/11/1908,Re-elected,Thames
502,"MCKENZIE, Roderick",16,New Zealand Liberal Party,6/12/1905,General election,16/11/1908,Re-elected,Motueka
503,"MCLACHLAN, John",16,New Zealand Liberal Party,6/12/1905,General election,16/11/1908,Retired,Ashburton
504,"MCNAB, Robert",16,New Zealand Liberal Party,6/12/1905,General election,16/11/1908,Defeated,Mataura
505,"MILLAR, John Andrew",16,New Zealand Liberal Party,6/12/1905,General election,16/11/1908,Re-elected,Dunedin Central
477,"MILLS, Charles Houghton",16,New Zealand Liberal Party,6/12/1905,General election,16/11/1908,Retired,Wairau
584,"POLAND, Hugh",16,New Zealand Liberal Party,6/12/1905,General election,23/11/1908,Re-elected,Ohinemuri
585,"POOLE, Charles Henry",16,New Zealand Liberal Party,6/12/1905,General election,16/11/1908,Re-elected,Auckland West
568,"REID, Donald",16,,6/12/1905,General election,16/11/1908,Retired,Taieri
569,"REMINGTON, Arthur Edward",16,New Zealand Liberal Party,6/12/1905,General election,16/11/1908,Re-elected,Rangitīkei
549,"RHODES, Robert Heaton",16,Reform Party,6/12/1905,General election,16/11/1908,Re-elected,Ellesmere
586,"ROSS, Robert Beatson",16,New Zealand Liberal Party,6/12/1905,General election,16/11/1908,Re-elected,Pahiatua
570,"RUTHERFORD, Andrew William",16,New Zealand Liberal Party,6/12/1905,General election,16/11/1908,Retired,Hurunui
320,"SEDDON, Richard John",16,New Zealand Liberal Party,6/12/1905,General election,10/06/1906,Died,Westland
553,"SIDEY, Thomas Kay",16,New Zealand Liberal Party,6/12/1905,General election,16/11/1908,Re-elected,Caversham
482,"SMITH, Edward Metcalf",16,New Zealand Liberal Party,6/12/1905,General election,19/04/1907,Died,Taranaki
587,"STALLWORTHY, John",16,New Zealand Liberal Party,6/12/1905,General election,16/11/1908,Re-elected,Kaipara
383,"STEVENS, John",16,New Zealand Liberal Party,6/12/1905,General election,16/11/1908,Defeated,Manawatu
222,"STEWARD, William Jukes",16,New Zealand Liberal Party,6/12/1905,General election,16/11/1908,Re-elected,Waitaki
529,"SYMES, Walter",16,New Zealand Liberal Party,6/12/1905,General election,16/11/1908,Defeated,Patea
484,"TANNER, William Wilcox",16,New Zealand Liberal Party,6/12/1905,General election,16/11/1908,Defeated,Avon
571,"THOMSON, John Charles",16,New Zealand Liberal Party,6/12/1905,General election,16/11/1908,Re-elected,Wallace
458,"WARD, Joseph George",16,New Zealand Liberal Party,6/12/1905,General election,16/11/1908,Re-elected,Awarua
531,"WILFORD, Thomas Mason",16,New Zealand Liberal Party,6/12/1905,General election,16/11/1908,Re-elected,Hutt
573,"WITTY, George",16,New Zealand Liberal Party,6/12/1905,General election,16/11/1908,Re-elected,Riccarton
574,"WOOD, William Thomas",16,New Zealand Liberal Party,6/12/1905,General election,16/11/1908,Defeated,Palmerston
512,"HEKE, Hone",16,New Zealand Liberal Party,20/12/1905,General election,1/12/1908,Re-elected,Northern Maori
532,"KAIHAU, Henare",16,,20/12/1905,General election,1/12/1908,Re-elected,Western Maori
588,"NGATA, Apirana Turupa",16,New Zealand Liberal Party,20/12/1905,General election,1/12/1908,Re-elected,Eastern Maori
426,"PARATA, Tame",16,New Zealand Liberal Party,20/12/1905,General election,1/12/1908,Re-elected,Southern Maori
589,"SEDDON, Thomas Edward Youd",16,New Zealand Liberal Party,13/07/1906,By-election,16/11/1908,Re-elected,Westland
500,"LANG, Frederic William",16,,6/12/1906,By-election,16/11/1908,Re-elected,Manukau
590,"OKEY, Henry James Hobbs",16,Reform Party,14/05/1907,By-election,16/11/1908,Re-elected,Taranaki
591,"CHAPPLE, William Allan",16,,5/06/1908,By-election,16/11/1908,Defeated,Tuapeka
438,"ALLEN, James",17,Reform Party,17/11/1908,General election,6/12/1911,Re-elected,Bruce
592,"ANDERSON, George James",17,Reform Party,17/11/1908,General election,6/12/1911,Re-elected,Mataura
536,"ARNOLD, James Frederick",17,New Zealand Liberal Party,17/11/1908,General election,20/11/1911,Defeated,Dunedin Central
557,"BAUME, Frederick Ehrenfried",17,New Zealand Liberal Party,17/11/1908,General election,14/05/1910,Died,Auckland East
517,"BOLLARD, John",17,Reform Party,17/11/1908,General election,6/12/1911,Re-elected,Eden
593,"BROWN, John Vigor",17,,17/11/1908,General election,6/12/1911,Re-elected,Napier
357,"BUCHANAN, Walter Clarke",17,Reform Party,17/11/1908,General election,6/12/1911,Re-elected,Wairarapa
492,"BUDDO, David",17,New Zealand Liberal Party,17/11/1908,General election,6/12/1911,Re-elected,Kaiapoi
540,"COLVIN, James",17,New Zealand Liberal Party,17/11/1908,General election,6/12/1911,Re-elected,Buller
559,"DAVEY, Thomas Henry",17,New Zealand Liberal Party,17/11/1908,General election,6/12/1911,Retired,Christchurch East
577,"DILLON, Alfred",17,New Zealand Liberal Party,17/11/1908,General election,6/12/1911,Retired,Hawkes Bay
594,"DUNCAN, John",17,Reform Party,17/11/1908,General election,8/12/1911,Defeated,Wairau
363,"DUNCAN, Thomas Young",17,New Zealand Liberal Party,17/11/1908,General election,6/12/1911,Defeated,Oamaru
541,"ELL, Henry George",17,New Zealand Liberal Party,17/11/1908,General election,6/12/1911,Re-elected,Christchurch South
550,"FIELD, William Hughes",17,New Zealand Liberal Party,17/11/1908,General election,6/12/1911,Defeated,Ōtaki
576,"FISHER, Francis Marion Bates",17,,17/11/1908,General election,6/12/1911,Re-elected,Wellington Central
542,"FOWLDS, George",17,New Zealand Liberal Party,17/11/1908,General election,6/12/1911,Retired,Grey Lynn
497,"FRASER, William",17,Reform Party,17/11/1908,General election,6/12/1911,Re-elected,Wakatipu
